num_rooms,num_bathrooms,house_size_sqft,lot_size_sqft,age_of_house,location_score,crime_rate,school_rating,price
5,5,3174,3337,61,6,0.315,4,1181286.06
7,2,4345,7139,31,10,0.164,2,1569931.88
6,5,3077,9536,38,3,0.04,2,1133472.02
6,4,591,5719,63,2,0.167,6,783845.61
5,4,4734,7875,29,7,0.453,5,1535589.23
6,5,980,4565,62,8,0.247,9,1218293.02
4,2,3416,9650,30,10,0.259,4,1454444.75
1,2,4935,7882,39,1,0.876,5,907816.67
2,2,1575,3627,32,6,0.515,1,700191.13
1,1,3013,2858,62,7,0.729,2,795093.07
7,5,1298,8549,24,9,0.036,3,1338075.42
2,2,4449,1530,35,3,0.365,5,887011.97
2,4,1104,2632,23,2,0.479,5,622347.78
1,3,3479,9400,57,5,0.186,4,1000151.32
5,3,1097,7305,38,10,0.12,10,1344586.16
2,2,2032,7970,45,1,0.87,3,588828.15
1,3,1013,4979,76,6,0.939,9,778338.36
2,3,2377,7099,9,9,0.079,1,1092558.56
3,1,4472,8630,31,10,0.349,6,1523146.81
5,4,4343,5602,35,9,0.958,7,1579117.07
4,4,2199,6857,27,7,0.083,10,1331428.54
2,1,1529,7415,15,7,0.644,4,885398.45
3,1,1216,7562,15,8,0.972,10,1084244.93
4,3,4586,6343,17,10,0.978,3,1467759.46
4,5,1165,9125,7,2,0.471,8,996159.2
7,3,2708,5683,79,6,0.163,9,1338714.19
2,1,1579,7850,74,5,0.202,1,649855.99
1,4,727,5759,69,5,0.89,10,764131.66
2,3,648,1466,0,3,0.912,9,689689.84
3,5,1569,1076,61,3,0.608,7,724675.11
4,3,1863,1681,75,6,0.766,1,747927.2
2,2,2255,2860,37,10,0.74,7,1100082.58
1,3,1019,2882,44,10,0.662,5,904503.41
7,1,4044,7502,57,7,0.827,10,1508041.16
2,4,2822,958,0,1,0.685,7,838818.08
5,4,1602,6029,31,3,0.534,9,1022390.71
7,1,1097,8756,7,1,0.237,8,946820.41
1,2,3773,8314,39,10,0.744,6,1317236.78
3,1,4549,8603,55,3,0.473,2,987848.42
4,3,3105,3326,62,5,0.295,8,1109923.42
2,1,2688,9102,73,9,0.802,4,1040247.47
1,1,1088,8603,73,3,0.697,8,614248.73
7,2,4972,7374,35,10,0.937,7,1774507.72
5,3,1907,9533,56,10,0.165,4,1269218.69
1,5,3890,1938,73,9,0.649,8,1238246.12
6,5,3940,8057,44,1,0.244,2,1088284.18
5,4,2129,4083,78,6,0.904,9,1104861.39
7,1,1494,8562,79,9,0.099,6,1263302.04
3,4,2559,8696,1,5,0.656,7,1159781.33
4,2,3486,3219,67,10,0.791,10,1388017.33
7,5,900,2556,49,2,0.355,1,701748.44
3,1,3355,3106,28,5,0.954,3,887604.07
2,2,2724,8430,9,1,0.851,10,993993.09
1,2,3912,7063,26,9,0.295,5,1263699.44
6,1,556,9967,14,10,0.008,7,1291364.37
5,2,2375,5808,59,10,0.297,1,1156685.38
5,1,4798,6047,30,9,0.281,9,1656141.56
1,1,4268,9714,20,6,0.89,5,1166605.75
6,3,4797,3370,59,9,0.967,3,1432967.45
1,4,1853,6607,57,3,0.07,7,835980.57
2,2,2910,8612,40,4,0.471,10,1095894.79
3,2,4811,1124,45,6,0.548,8,1246066.2
7,3,3102,8287,44,4,0.093,10,1394413.02
5,3,3434,6445,25,1,0.377,10,1140093.94
2,3,522,2745,50,7,0.317,3,673122.32
3,5,2702,5286,35,5,0.536,7,1063698.63
2,5,1709,3230,51,8,0.661,7,1020015.54
6,5,2796,4310,50,9,0.703,4,1327472.79
5,1,1248,1645,2,5,0.137,10,1047609.3
7,2,1304,1367,13,8,0.813,9,1167036.98
1,4,633,2979,48,1,0.679,1,261567.93
1,1,4916,2819,76,1,0.889,1,645128.07
3,2,2937,4119,0,7,0.449,5,1118419.41
7,2,933,3120,56,6,0.894,3,834669.11
4,3,4171,2446,16,5,0.866,10,1320520.24
6,3,4236,4709,49,5,0.438,9,1391908.75
3,1,4539,8815,13,9,0.381,5,1469573.86
4,3,2598,4220,58,1,0.933,7,766080.29
2,2,3417,1156,2,8,0.715,1,983894.61
6,3,752,8285,39,2,0.928,2,689032.87
2,5,1629,3881,65,7,0.797,4,876075.76
7,3,3764,3080,33,6,0.609,9,1478436.22
5,2,801,4931,8,10,0.116,5,1130318.96
6,1,2477,5923,20,2,0.291,5,978964.52
4,4,3263,8222,24,3,0.969,9,1205227.67
5,3,4505,3587,43,4,0.319,8,1292567.47
1,2,3741,5009,24,7,0.093,2,1063368.07
4,4,3557,7340,8,8,0.708,7,1466655.53
3,4,1050,1265,61,2,0.734,1,423188.77
1,5,2087,2287,25,8,0.285,10,1158173.55
1,4,2322,5742,56,9,0.298,9,1190064.3
3,2,3717,5397,36,7,0.469,3,1125145.61
6,2,3996,5336,15,1,0.022,2,1006111.3
1,3,4909,1125,36,6,0.789,4,1072719.27
7,3,4779,4962,75,8,0.317,4,1516835.11
4,3,1212,1103,23,5,0.854,3,717844.57
5,4,2675,5867,25,2,0.803,2,908736.52
1,4,4572,5824,19,5,0.661,5,1181243.1
4,5,4349,8515,8,8,0.325,4,1516367.27
2,3,2933,9140,28,2,0.516,5,880576.56
4,1,3801,3431,30,1,0.445,8,974346.43
5,5,770,7191,18,4,0.339,2,841785.43
4,1,2294,9087,19,4,0.848,9,1092846.44
3,4,2962,3169,26,9,0.484,10,1361257.25
5,5,4793,1328,43,3,0.833,1,1063262.15
6,5,3894,5475,34,4,0.105,8,1431591.39
2,2,1579,2463,70,3,0.141,5,589654.06
3,4,3378,4164,21,2,0.977,2,824235.46
6,4,1103,3141,73,4,0.588,8,916632.84
4,5,2085,7456,14,8,0.51,5,1280398.22
5,4,3557,5705,12,1,0.523,10,1222665.73
2,5,4485,9684,3,8,0.215,10,1678489.02
3,2,1895,9943,55,8,0.719,3,992765.31
6,5,4188,6750,22,3,0.085,7,1430838.39
6,4,1099,2160,33,10,0.573,4,1183292.05
2,4,1013,5927,16,10,0.571,10,1191720.65
7,5,1566,6362,27,6,0.914,6,1185322.12
4,5,3386,9530,13,4,0.526,10,1404630.84
2,5,3153,9811,33,1,0.137,8,1075740.1
6,3,1588,6577,74,1,0.573,1,650622.21
1,4,4885,4725,56,5,0.091,2,1051085.87
3,4,3014,9263,76,8,0.204,8,1330568.32
2,3,4469,8801,54,1,0.031,7,1091711.85
7,5,3784,1828,65,2,0.513,10,1259349.36
6,2,2696,6818,36,7,0.085,9,1393775.1
4,5,4683,2042,67,8,0.469,2,1312144.22
6,5,1289,9584,75,3,0.933,8,1032014.61
4,3,3975,7919,25,8,0.72,6,1431321.04
2,4,3653,5010,60,1,0.077,1,761296.88
4,5,2164,7206,66,9,0.224,4,1196477.98
5,4,1809,4177,73,2,0.674,2,668325.8
5,1,1364,4871,51,2,0.895,7,724518.55
5,4,4363,2240,17,4,0.033,9,1371372.41
7,2,3863,4426,52,10,0.812,6,1507413.16
7,2,4024,984,62,3,0.562,4,1098069.37
1,5,4286,5796,52,4,0.546,5,1118379.86
7,4,523,9212,26,6,0.958,1,953025.9
2,5,3503,8831,30,7,0.748,4,1236414.38
6,3,810,6363,0,5,0.85,10,1118203.14
6,2,1731,3988,5,2,0.354,3,834429.98
1,5,4288,3745,10,3,0.554,9,1192872.91
7,3,3211,7565,33,10,0.615,6,1540824.72
4,5,921,3274,62,3,0.322,4,696420.22
1,4,2273,7587,52,5,0.57,3,801863.57
4,4,4068,9592,17,5,0.237,4,1367815.44
4,4,1446,5399,20,4,0.143,8,1013154.96
3,4,1686,7074,18,8,0.374,5,1101633.01
6,1,2334,5113,3,6,0.739,1,996063.57
5,3,2064,3018,76,6,0.916,5,932460.45
7,3,2447,1952,28,1,0.458,8,1008282.26
4,4,1808,856,24,6,0.643,4,926768.25
3,1,3486,943,55,3,0.103,2,716565.85
6,4,886,8018,76,6,0.904,3,954255.09
5,1,1661,9359,62,10,0.569,9,1347163.8
4,4,3758,7161,26,6,0.78,7,1328673.53
4,2,4433,1415,59,2,0.794,3,883516.04
1,2,3347,8862,48,1,0.256,5,838296.17
1,5,1939,6777,64,3,0.529,3,710428.37
6,4,3942,7784,37,5,0.96,10,1488485.14
5,3,4980,9690,51,4,0.09,4,1386686.8
4,5,555,5771,0,7,0.683,8,1147813.97
6,2,3824,6581,39,4,0.962,3,1136003.2
6,4,605,1744,20,8,0.301,3,959777.03
2,5,3701,9914,14,7,0.861,8,1421798.4
7,4,1169,7878,49,10,0.934,10,1452571.04
1,2,4971,2546,47,9,0.747,10,1389099.27
5,5,1242,6583,31,1,0.231,7,891482.5
4,2,1466,7707,48,5,0.334,7,936271.98
6,1,807,9425,67,4,0.036,10,999729.32
4,2,2638,3726,44,6,0.831,2,918694.9
2,4,3964,1889,31,1,0.85,7,869362.58
5,3,609,3757,3,6,0.633,10,1070133.35
6,2,4132,3412,64,1,0.353,10,1120190.37
4,3,4935,6847,70,1,0.077,3,1015663.51
1,1,2415,7049,72,8,0.753,7,965150.43
7,5,4763,4559,64,2,0.727,4,1256127.28
2,5,1056,8518,79,10,0.913,8,1149435.27
5,3,604,5063,17,6,0.731,8,992842.46
2,5,2547,2702,53,6,0.829,6,963798.93
1,2,645,3367,46,6,0.746,3,550031.62
5,3,3263,8875,5,8,0.631,6,1432592.02
2,4,1373,3794,65,4,0.427,6,724578.3
3,2,798,6029,8,3,0.902,3,585251.07
1,2,3738,2810,67,6,0.651,4,903361.81
1,2,1145,8177,22,4,0.398,2,615443.27
1,4,3578,1630,42,2,0.083,1,678724.64
3,1,3011,848,50,6,0.291,2,832030.81
3,5,1283,5010,71,10,0.544,7,1133630.99
4,3,870,1978,24,5,0.276,10,957669.08
6,1,986,6568,79,9,0.221,5,1018017.33
7,3,2537,8678,34,6,0.527,9,1409129.02
2,5,3696,870,16,3,0.17,3,903214.75
4,4,1860,8486,17,5,0.8,2,974815.24
2,2,4787,8679,26,10,0.484,4,1479898.24
7,2,2761,6255,14,8,0.574,2,1286877.6
6,4,3121,9058,68,9,0.147,7,1512253.33
3,1,1456,6412,79,8,0.325,10,1065919.41
6,1,880,6569,14,3,0.41,6,824877.38
3,3,4149,2577,41,9,0.808,8,1342813.79
7,4,738,8180,33,3,0.77,5,908642.58
6,1,1605,3028,47,8,0.223,2,960840.5
4,4,1886,9604,7,10,0.616,4,1330603.29
5,5,3052,9688,9,9,0.243,1,1354829.35
4,2,2749,7546,4,7,0.988,2,1121854.86
2,2,2027,7191,47,4,0.952,4,751582.24
4,2,2167,3206,25,10,0.563,6,1167154.55
7,4,4632,9240,22,9,0.699,4,1714708.94
1,4,3191,1437,61,3,0.801,4,741960.51
2,3,4172,8890,12,3,0.721,10,1276378.82
6,2,2496,1749,8,2,0.7,10,1069481.46
2,3,1925,4387,19,10,0.959,2,964965.07
5,2,3312,1911,56,3,0.596,9,1043579.9
3,3,3747,9167,23,1,0.636,10,1138186.16
6,3,3092,1522,32,4,0.849,8,1175381.6
2,5,1990,4642,19,8,0.67,8,1172427.26
6,3,1724,4474,59,5,0.733,5,1018150.19
6,4,3087,5666,47,2,0.234,3,1002207.81
6,3,3564,1502,63,3,0.371,6,1050176.52
3,2,1332,2928,29,1,0.147,9,694693.47
7,3,2940,9918,72,2,0.506,8,1225427.14
4,1,2146,5033,16,1,0.456,7,794057.61
6,2,940,3317,13,2,0.997,8,812278.75
1,1,2029,1949,18,3,0.611,4,576843.81
7,2,3465,2678,70,1,0.786,6,965849.94
5,4,2867,1109,58,9,0.334,5,1219472.03
3,4,3786,4752,66,10,0.832,2,1236014.18
2,4,4831,8528,43,5,0.615,8,1361427.95
3,1,1804,3849,31,8,0.697,3,881958.71
2,5,3534,6566,10,5,0.294,5,1194570.34
3,2,4188,7212,1,8,0.549,8,1503062.56
2,4,4473,5665,67,7,0.634,9,1341051.3
6,2,1685,815,16,4,0.589,9,987210.13
4,1,3762,1405,39,7,0.915,5,1088789.76
2,5,2607,5708,45,6,0.898,2,928342.03
2,1,2340,8806,3,3,0.971,7,883103.01
1,2,4820,9886,37,9,0.667,7,1462065.94
2,5,3247,7212,62,10,0.972,8,1404352.54
1,5,4764,9405,28,9,0.832,8,1515663.37
5,1,3633,4920,18,5,0.271,5,1183645.6
6,4,3920,9307,28,8,0.427,1,1433986.26
1,2,1965,5466,34,7,0.238,4,871428.45
4,3,4609,5620,69,9,0.004,4,1403850.61
7,3,2711,8635,22,7,0.188,3,1359545.22
6,1,3304,2649,45,4,0.004,8,1170025.61
1,2,2043,2753,43,4,0.72,3,611087.04
6,2,2189,9380,47,8,0.426,5,1284344.51
6,1,2071,3569,51,6,0.313,2,902837.59
6,2,3779,3846,7,9,0.762,6,1459407.52
5,4,4041,8394,54,10,0.832,6,1595248.72
4,1,3523,7640,65,7,0.975,8,1233955.42
3,4,1318,5866,76,7,0.642,8,1018292.7
3,2,1624,3215,39,4,0.462,1,611108.18
1,1,1629,3189,30,3,0.305,5,589047.89
6,2,2202,6724,47,8,0.222,2,1179104.99
1,1,2501,9295,60,7,0.213,10,1101245.53
5,2,4378,1563,51,4,0.409,5,1121045.24
5,4,4872,8341,37,4,0.992,10,1537443.66
2,4,2306,1615,35,1,0.001,9,815495.55
5,2,3447,7055,54,7,0.197,4,1237333.69
2,1,3709,1677,12,1,0.188,8,860885.39
4,3,2652,7973,36,10,0.717,1,1203187.28
1,4,4705,7873,46,10,0.352,8,1574417.16
7,4,1044,5598,70,4,0.457,6,953807.88
4,3,2901,7789,21,3,0.149,8,1146512.31
5,2,2864,5839,38,3,0.405,6,1014674.27
4,1,1789,7124,57,1,0.103,3,650620.97
4,2,4265,3623,29,4,0.533,8,1217220.5
4,5,2375,6087,17,1,0.098,5,906271.32
5,4,4928,4085,17,8,0.791,10,1658633.52
